"","spp","sp_code","Division","Family","Genus","Consv_stat","Native_stat","Coastal","Ha_pres","Ma_pres","Ka_pres","Oa_pres","Mo_pres","La_pres","Ke_pres","Ni_pres","Cover_D","Cover_1","Cover_2","Cover_3","CCE_Area","Vulnerability","Tolerate","Migrate","Micro_refugia","Eff_Mrf_A","Eff_Tol_A","Eff_Mig_A","Habqual_Mrg","Habqual_Tol","Habqual_Mig","Dispersion","Quality_avg","Area_avg","nonNat_comp","Pioneer","Winkout","Overlap_sp","Dist_Ces","p_tol_pts","n_fce_bioreg","Overlap_Ces","change_CE_A","Prox_to_top","Tot_A_MR","Tot_A_TL","Tot_A_MG","new_lava_MR","new_lava_TL","new_lava_MG","Hi_mod_A_MR","Hi_mod_A_TL","Hi_mod_A_MG","SLR_A_lost in_MR","Natvcov_MR","Natvcov_TL","Natvcov_MG","prot_A_MR","prot_A_TL","prot_A_MG","Ung_A_MR","Ung_A_TL","Ung_A_MG","Inv_MR","Inv_TL","Inv_MG","Frag_MR","Frag_TL","Frag_MG","ppt_grad_MR","Slope_MR","Asp_var_MR","SlopeVar_MR"
"1021","Tetramolopium consanguineum",1022,"Dicot","Asteraceae","Tetramolopium","Rare","Endemic","Non_coastal",1,0,1,0,0,0,0,0,"Perennial_grassland","Perennial_grassland","Dry_forest","Dry_shrubland",1047.9699,0.383424770399773,"Medium","Large","Medium","Medium","Large","Large","Small","Small","Medium","Very_large","Small","Large","No","Yes","No","Yes","Medium","none","Many","Large","Small_decr_or_inc","Far","Medium","Large","Large","Large","Large","Large","Medium","Medium","Small","Small","Small","Small","Medium","Small","Medium","Large","Medium","Small","Large","Large","Large","Medium","Large","Medium","Medium","Low","Low","Small","Large"
"1022","Tetramolopium filiforme",1023,"Dicot","Asteraceae","Tetramolopium","Endangered","Endemic","Non_coastal",0,0,0,1,0,0,0,0,"na","Wet_mesic_forest","Perennial_grassland","Evergreen_shrubland",90.225,0.561041986019637,"Small","Very_small","Small","Small","Small","Very_small","Very_small","Very_small","Very_small","Small","Very_small","Very_small","No","No","No","Yes","Large","none","Few","Small","Large_decrease","Far","Small","Small","Very_small","Small","Small","Small","Medium","Small","Small","Small","Small","Small","Small","Medium","Medium","Large","Small","Small","Small","Large","Large","Large","Large","Large","Large","Low","Medium","Large","Small"
"1023","Tetramolopium humile",1024,"Dicot","Asteraceae","Tetramolopium","Apparently Secure","Endemic","Non_coastal",1,1,0,0,0,0,0,0,"na","Dry_shrubland","Perennial_grassland","Dry_forest",3568.2201,0.312125009301668,"Very_large","Large","Medium","Medium","Very_large","Large","Small","Large","Large","Very_large","Medium","Large","No","Yes","No","Yes","Small","none","Many","Large","Small_decr_or_inc","Far","Medium","Very_large","Large","Large","Large","Large","Medium","Small","Small","Small","Small","Large","Large","Medium","Large","Large","Medium","Large","Large","Large","Large","Large","Large","Medium","Small","Low","Low","Small","Large"
"1024","Tetramolopium lepidotum",1025,"Dicot","Asteraceae","Tetramolopium","Endangered","Endemic","Non_coastal",0,1,0,1,0,1,0,0,"na","Perennial_grassland","Dry_forest","Decidious_shrubland",560.3022,0.499948979634584,"Small","Small","Small","Medium","Medium","Medium","Very_small","Very_small","Very_small","Small","Very_small","Medium","No","No","No","Yes","Large","Medium","Few","Small","Large_decrease","Far","Medium","Medium","Large","Medium","Medium","Medium","Large","Large","Large","Small","Small","Small","Small","Small","Small","Small","Small","Medium","Medium","Large","Large","Large","Large","Large","Large","Low","Medium","Large","Medium"
"1025","Tetramolopium remyi",1026,"Dicot","Asteraceae","Tetramolopium","Endangered","Endemic","Non_coastal",0,1,0,0,0,1,0,0,"Decidious_shrubland","Decidious_shrubland","Perennial_grassland","Dry_forest",143.0136,0.533272463419982,"Very_small","Small","Small","Small","Very_small","Medium","Small","Very_small","Very_small","Medium","Very_small","Small","No","No","No","No","Large","none","Few","Small","Medium_decrease","Far","Small","Very_small","Large","Small","none","Small","Large","none","Large","Small","Small","none","Small","Medium","none","Large","Small","none","Small","Medium","Small","Large","Large","none","Large","Low","Low","Large","Medium"
"1026","Tetramolopium rockii",1027,"Dicot","Asteraceae","Tetramolopium","Vulnerable","Endemic","Coastal",0,0,0,0,1,0,0,0,"Decidious_shrubland","Decidious_shrubland","Dry_forest","Perennial_grassland",199.3293,0.548345670664995,"Very_small","Small","Small","Medium","Very_small","Medium","Very_small","Very_small","Very_small","Very_small","Very_small","Small","No","No","No","No","Large","none","Few","Small","Large_decrease","Close","Medium","Very_small","Medium","Small","none","Small","Large","none","Medium","Large","Small","none","Small","Small","none","Small","Small","none","Small","Large","Small","Large","Large","none","none","Low","Low","Medium","Large"
"1027","Tetramolopium sylvae",1028,"Dicot","Asteraceae","Tetramolopium","Rare","Indigenous","Coastal",0,1,0,0,1,0,0,0,"na","Perennial_grassland","Dry_forest","Decidious_shrubland",45.4113,0.59502250873235,"Very_small","Small","Very_small","Very_small","Very_small","Small","Small","Very_small","Very_small","Small","Very_small","Very_small","No","No","No","No","Large","Small","Few","Small","Large_decrease","Far","Very_small","Very_small","Small","Small","none","Small","Large","none","Small","Large","Small","none","Small","Small","none","Medium","Medium","none","Small","Medium","Small","Large","Large","none","Large","Low","Medium","Medium","Large"
"1028","Tetraplasandra flynnii",1029,"Dicot","Araliaceae","Tetraplasandra","Endangered","Endemic","Non_coastal",0,0,1,0,0,0,0,0,"Mesic_forest","Mesic_forest","Wet_forest","Wet_mesic_forest",7.5285,0.589704026216289,"Very_small","Very_small","Small","Very_small","Very_small","Very_small","Medium","Very_small","Very_small","Very_small","Small","Very_small","No","No","Yes","No","none","none","Few","Small","Large_decrease","Close","Very_small","Very_small","Very_small","Small","none","none","Medium","none","none","Small","Large","none","none","Large","none","none","Small","none","none","Large","Small","Small","Small","none","none","Medium","Medium","Medium","Medium"
"1029","Tetraplasandra gymnocarpa",1030,"Dicot","Araliaceae","Tetraplasandra","Endangered","Endemic","Non_coastal",0,0,0,1,0,0,0,0,"Wet_forest","Wet_forest","Wet_mesic_forest","Mesic_forest",296.1999,0.470191979778193,"Small","Small","Small","Medium","Small","Very_small","Small","Medium","Large","Small","Medium","Small","No","No","No","Yes","Medium","Medium","Few","Small","Large_decrease","Far","Medium","Small","Very_small","Small","Small","Small","Medium","Small","Small","Small","Small","Large","Large","Small","Small","Large","Small","Small","Small","Small","Small","Small","Large","Large","Small","High","High","Large","Small"
"1030","Tetraplasandra hawaiensis",1031,"Dicot","Araliaceae","Tetraplasandra","Apparently Secure","Endemic","Non_coastal",1,1,0,0,1,1,0,0,"na","Wet_forest","Wet_mesic_forest","Perennial_grassland",3105.7479,0.264656064082678,"Large","Very_large","Medium","Large","Large","Very_large","Small","Large","Very_large","Very_large","Large","Very_large","No","No","No","Yes","Small","Large","Many","Large","Small_decr_or_inc","Far","Large","Large","Very_large","Large","Large","Large","Large","Large","Medium","Small","Small","Medium","Large","Small","Medium","Large","Small","Medium","Large","Small","Small","Medium","Large","Medium","Small","Medium","Low","Small","Large"
"1031","Tetraplasandra kavaiensis",1032,"Dicot","Araliaceae","Tetraplasandra","Apparently Secure","Endemic","Non_coastal",1,1,1,1,0,1,0,0,"na","Wet_forest","Mesic_forest","Wet_mesic_forest",4534.8228,0.214262379180647,"Very_large","Very_large","Large","Very_large","Very_large","Very_large","Small","Very_large","Large","Very_large","Large","Very_large","No","No","No","Yes","Small","none","Many","Large","Small_decr_or_inc","Far","Very_large","Very_large","Very_large","Large","Large","Large","Large","Medium","Small","Small","Small","Large","Large","Small","Large","Large","Small","Large","Large","Small","Medium","Large","Large","Small","Small","Medium","Medium","Medium","Large"
"1032","Tetraplasandra oahuensis",1033,"Dicot","Araliaceae","Tetraplasandra","Apparently Secure","Endemic","Non_coastal",1,1,1,1,1,1,0,0,"na","Wet_forest","Perennial_grassland","Wet_mesic_forest",10490.0049,0.237370058766399,"Very_large","Very_large","Large","Very_large","Very_large","Very_large","Very_small","Large","Large","Very_large","Medium","Very_large","Yes","No","No","Yes","Small","Large","Many","Large","Small_decr_or_inc","Far","Very_large","Very_large","Very_large","Large","Large","Large","Large","Medium","Small","Small","Small","Medium","Medium","Small","Medium","Large","Small","Medium","Large","Medium","Medium","Large","Large","Small","Small","Medium","Medium","Medium","Large"
"1033","Tetraplasandra waialealae",1034,"Dicot","Araliaceae","Tetraplasandra","Apparently Secure","Endemic","Non_coastal",0,0,1,0,0,0,0,0,"Wet_forest","Wet_forest","Wet_mesic_forest","Decidious_shrubland",219.2877,0.409022058140348,"Large","Small","Medium","Small","Medium","Very_small","Large","Very_large","Large","Medium","Large","Small","No","No","No","Yes","Medium","none","Few","Medium","Medium_decrease","Far","Small","Medium","Very_small","Small","Small","none","Small","Small","none","Small","Large","Large","none","Small","Large","none","Medium","Large","none","Small","Medium","Small","Small","Small","none","High","High","Large","Small"
"1034","Tetraplasandra waimeae",1035,"Dicot","Araliaceae","Tetraplasandra","Apparently Secure","Endemic","Non_coastal",0,0,1,0,0,0,0,0,"na","Wet_forest","Mesic_forest","Wet_mesic_forest",129.0879,0.462972425369192,"Medium","Large","Small","Very_small","Small","Medium","Small","Medium","Large","Large","Medium","Small","No","No","No","Yes","Medium","none","Few","Large","Small_decr_or_inc","Far","Very_small","Small","Small","Small","Small","Small","Small","Small","Medium","Small","Medium","Large","Large","Small","Large","Large","Small","Medium","Small","Large","Large","Small","Medium","Medium","Small","Medium","High","Large","Small"
"1035","Thespesia populnea",1036,"Dicot","Malvaceae","Thespesia","Apparently Secure","Indigenous","Coastal",1,1,1,1,1,1,1,1,"na","Perennial_grassland","Dry_forest","Decidious_shrubland",697.7358,0.483349030162823,"Very_small","Small","Medium","Large","Very_small","Small","Small","Very_small","Very_small","Small","Small","Small","Yes","No","No","Yes","Large","none","Many","Small","Large_decrease","Close","Large","Very_small","Small","Large","Medium","Small","Large","Medium","Medium","Large","Small","Small","Small","Small","Small","Large","Small","Medium","Small","Medium","Large","Large","Large","Large","Large","Low","Low","Small","Large"
"1036","Touchardia latifolia",1037,"Dicot","Urticaceae","Touchardia","Apparently Secure","Endemic","Non_coastal",1,1,1,1,1,1,0,0,"Wet_forest","Wet_forest","Wet_mesic_forest","Perennial_grassland",5386.9932,0.209061680578321,"Very_large","Very_large","Medium","Large","Very_large","Very_large","Small","Very_large","Very_large","Very_large","Large","Very_large","Yes","No","No","Yes","Small","Large","Many","Large","Small_decr_or_inc","Far","Large","Very_large","Very_large","Large","Medium","Large","Large","Medium","Small","Small","Small","Medium","Large","Small","Medium","Large","Small","Medium","Large","Small","Small","Small","Large","Small","Small","Medium","Medium","Small","Large"
"1037","Trematolobelia grandifolia",1038,"Dicot","Campanulaceae","Trematolobelia","Rare","Endemic","Non_coastal",1,0,0,0,0,0,0,0,"Wet_forest","Wet_forest","Wet_mesic_forest","Perennial_grassland",NA,0.437421614138634,"Small","Medium","Medium","Medium","Medium","Medium","Small","Very_small","Medium","Medium","Small","Medium","No","No","No","No","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none"
"1038","Trematolobelia kauaiensis",1039,"Dicot","Campanulaceae","Trematolobelia","Apparently Secure","Endemic","Non_coastal",0,0,1,0,0,0,0,0,"Wet_forest","Wet_forest","Wet_mesic_forest","Decidious_shrubland",179.8983,0.42210847140866,"Large","Small","Medium","Small","Medium","Very_small","Medium","Very_large","Large","Medium","Large","Small","No","No","No","Yes","Medium","none","Few","Medium","Medium_decrease","Far","Small","Medium","Very_small","Small","Small","Small","Small","Small","Small","Small","Large","Large","Large","Small","Large","Small","Medium","Large","Small","Medium","Medium","Small","Small","Small","Small","High","High","Large","Small"
"1039","Trematolobelia macrostachys",1040,"Dicot","Campanulaceae","Trematolobelia","Apparently Secure","Endemic","Non_coastal",0,1,0,1,1,1,0,0,"Wet_forest","Wet_forest","Wet_mesic_forest","Perennial_grassland",462.2859,0.359235463593234,"Large","Medium","Medium","Medium","Medium","Small","Large","Very_large","Large","Medium","Large","Medium","Yes","No","No","Yes","Medium","Medium","Many","Medium","Medium_decrease","Close","Medium","Medium","Small","Small","Small","Small","Small","Small","Small","Small","Large","Large","Large","Large","Large","Large","Large","Large","Large","Small","Medium","Medium","Medium","Small","Small","High","High","Medium","Medium"
"1040","Trematolobelia singularis",1041,"Dicot","Campanulaceae","Trematolobelia","Endangered","Endemic","Non_coastal",0,0,0,1,0,0,0,0,"Wet_forest","Wet_forest","Mesic_forest","Perennial_grassland",7.1532,0.58228094101849,"Very_small","Very_small","Small","Very_small","Very_small","Very_small","Large","Very_small","Very_small","Very_small","Small","Very_small","No","No","Yes","No","none","none","Few","Small","Large_decrease","Close","Very_small","Very_small","Very_small","Small","none","none","Small","none","none","Small","Large","none","none","Small","none","none","Small","none","none","Small","Small","Small","Small","none","none","High","High","Large","Small"
"1041","Tribulus cistoides",1042,"Dicot","Zygophyllaceae","Tribulus","Apparently Secure","Indigenous","Coastal",1,1,1,1,1,1,1,1,"na","Dry_forest","Perennial_grassland","Decidious_shrubland",358.4007,0.549957869682519,"Very_small","Very_small","Small","Medium","Very_small","Very_small","Small","Very_small","Very_small","Small","Very_small","Very_small","Yes","No","Yes","No","Large","none","Many","Small","Large_decrease","Close","Medium","Very_small","Very_small","Medium","Small","Small","Large","Small","Medium","Large","Small","Small","Small","Small","Small","Small","Medium","Large","Large","Large","Large","Large","Large","Large","none","Low","Low","Small","Large"
"1042","Trisetum glomeratum",1043,"Monocot","Poaceae","Trisetum","Apparently Secure","Endemic","Non_coastal",1,1,0,0,0,0,0,0,"na","Dry_shrubland","Perennial_grassland","Mesic_forest",4119.6834,0.240637712423199,"Very_large","Small","Very_large","Very_large","Very_large","Very_small","Large","Large","Medium","Large","Large","Large","No","Yes","No","Yes","Small","none","Many","Large","Medium_decrease","Far","Very_large","Very_large","Very_small","Large","Large","Large","Small","Small","Medium","Small","Large","Large","Large","Large","Large","Large","Large","Large","Large","Large","Large","Large","Small","Small","Large","Low","Low","Small","Medium"
"1043","Trisetum inaequale",1044,"Monocot","Poaceae","Trisetum","Apparently Secure","Endemic","Non_coastal",0,1,0,0,0,1,0,0,"na","Mesic_forest","Perennial_grassland","Wet_forest",25.3269,0.552208670348524,"Very_small","Small","Small","Very_small","Very_small","Small","Medium","Very_small","Medium","Small","Small","Very_small","No","No","No","No","Large","Small","Few","Small","Large_decrease","Far","Very_small","Very_small","Small","Small","none","Small","Small","none","Small","Small","Medium","none","Medium","Small","none","Small","Large","none","Large","Medium","Small","Small","Medium","none","Large","High","High","Large","Small"
"1044","Uncinia brevicaulis",1045,"Monocot","Cyperaceae","Uncinia","Apparently Secure","Indigenous","Non_coastal",0,1,0,0,0,0,0,0,"na","Dry_shrubland","Perennial_grassland","Wet_forest",104.076,0.457694100699137,"Medium","Small","Medium","Small","Small","Very_small","Medium","Large","Large","Small","Large","Very_small","No","No","No","Yes","Large","none","Few","Small","Large_decrease","Far","Small","Small","Very_small","Medium","Small","Small","Small","Small","Small","Small","Medium","Large","Large","Large","Large","Large","Large","Large","Large","Large","Large","Small","Small","Medium","Medium","High","Medium","Medium","Small"
"1045","Uncinia uncinata",1046,"Monocot","Cyperaceae","Uncinia","Apparently Secure","Indigenous","Non_coastal",1,1,1,0,1,0,0,0,"Wet_forest","Wet_forest","Mesic_forest","Perennial_grassland",2964.0528,0.238017345890108,"Large","Medium","Very_large","Very_large","Large","Small","Very_large","Very_large","Large","Medium","Large","Large","Yes","Yes","No","Yes","Medium","Medium","Many","Medium","Medium_decrease","Close","Very_large","Large","Small","Medium","Large","Medium","Medium","Small","Small","Small","Large","Large","Large","Large","Large","Large","Medium","Large","Large","Small","Medium","Small","Small","Small","Medium","Medium","Low","Small","Large"
